49,2774,421,56.6122449,3,3390044.459,1.03E+07,3,992,4380,894.6486486,BENIGN
2,78,39,39,3,0,11,11,64,118,70.6,BENIGN
2,60.0,30.0,30.0,3.0,0.0,48.0,48.0,40,81.0,50.4,BENIGN
39,1314,517,33.69230769,3,1903787.605,1.00E+07,135,848,4020,852.1595745,BENIGN
10,347,190,34.7,2,1808902.69,5450974,48,328,1448,299.1666667,BENIGN
2,12.0,6.0,6.0,246.0,0.0,246.0,246.0,40,6.0,6.0,BENIGN
8,11595,4344,1449.375,3,3.73E+07,9.86E+07,3,264,4344,794.5333333,BENIGN
2,4,2,2,16,0,48,48,48,6,3.6,BENIGN
3,12,6,4,61,4212141.757,5998149,41281,72,6,2.4,BENIGN
8,48,6,6,34262,1671605.585,1.00E+07,5607852,160,6,3.375,BENIGN
2,31,31,15.5,1,0,1,1,64,31,20.66666667,BENIGN
7,1707,1518,243.8571429,96,2.36E+07,5.80E+07,96,140,1518,164.5,BENIGN
1,0.0,0.0,0.0,28.0,0,0,0,32,0.0,0.0,BENIGN
2,76,38,38,3,0,48,48,64,87,57.6,BENIGN
2,68.0,34.0,34.0,3.0,0.0,3.0,3.0,64,50.0,40.4,BENIGN
2,280,274,140,36,0,45310,45310,40,274,140,BENIGN
2,62.0,31.0,31.0,4.0,0.0,4.0,4.0,40,120.0,66.6,BENIGN
2,4,2,2,3,0,4,4,48,6,3.6,BENIGN
13,481,37,37,1,1.975225342,8,1,260,37,37,BENIGN
3,18.0,6.0,6.0,21.0,121.62236636408618,218.0,46.0,60,6.0,4.8,BENIGN
3,0.0,0.0,0.0,53.0,3771631.9104234576,5370808.0,36915.0,104,0.0,0.0,BENIGN
4,1137.0,1137.0,284.25,4.0,68020.62431596268,117992.0,59.0,136,1137.0,165.66666666666666,BENIGN
2,12,6,6,391,0,391,391,40,6,6,BENIGN
2,0,0,0,6.41E+07,0,6.41E+07,6.41E+07,64,0,0,BENIGN
13,1304,355,100.3076923,4,23728.64439,78508,161,424,3978,766.3846154,BENIGN
1,51,51,51,407,0,0,0,20,89,63.66666667,BENIGN
3,12,6,4,55,4102070.687,5831176,29972,72,6,2.4,BENIGN
2,12,6,6,245,0,245,245,40,6,6,BENIGN
2,37,37,18.5,3,0,3,3,64,37,24.66666667,BENIGN
5,439,439,87.8,23,4982130.1,9998651,169,168,439,82.66666667,BENIGN
4,136,34,34,3,17530.08622,30367,4,80,71,44.57142857,BENIGN
2,60,30,30,3,0,3,3,40,207,100.8,BENIGN
8,300,218,37.5,3,1788942.735,4785165,49,264,218,31.64285714,BENIGN
2,4,2,2,48,0,48,48,48,2,2,BENIGN
2,72,36,36,3,0,3,3,40,84,55.2,BENIGN
2,68,34,34,3,0,49,49,40,79,52,BENIGN
15,19909,2920,1327.266667,1,52444.47505,194074,1,324,2920,904.9545455,BENIGN
1,44,44,44,448,0,0,0,20,96,61.33333333,BENIGN
1,45,45,45,389780,0,0,0,32,171,87,BENIGN
1,51,51,51,326943,0,0,0,32,119,73.66666667,BENIGN
4,244.0,61.0,61.0,1.0,14185.207518162479,24572.0,1.0,80,138.0,83.0,BENIGN
1,62,62,62,96456,0,0,0,32,189,104.3333333,BENIGN
4,517,517,129.25,79,16712.40187,29806,793,136,517,86.16666667,BENIGN
4,136,34,34,3,14148.5457,24509,3,104,90,50,BENIGN
2,62,31,31,3,0,4,4,64,83,51.8,BENIGN
1,48,48,48,452,0,0,0,32,104,66.66666667,BENIGN
2,504,252,252,2,0,2,2,64,1442,728,BENIGN
1,0.0,0.0,0.0,1.0,0,0,0,32,0.0,0.0,BENIGN
1,0,0,0,33194,0,0,0,20,0,0,BENIGN
2,92,46,46,3,0,4,4,40,174,97.2,BENIGN
2,12,6,6,48,0,48,48,40,6,6,BENIGN
4,1084.0,1084.0,271.0,4.0,68014.61598803598,118113.0,63.0,136,1084.0,159.77777777777777,BENIGN
1,51,51,51,865,0,0,0,32,67,56.33333333,BENIGN
3,23,23,7.666666667,215,185.2619767,477,215,60,23,5.75,BENIGN
2,86,43,43,3,0,3,3,64,104,67.4,BENIGN
2,64,32,32,3,0,3,3,64,48,38.4,BENIGN
2,76,38,38,2,0,48,48,80,54,44.4,BENIGN
2,4,2,2,1,0,1,1,48,6,3.6,BENIGN
2,84,42,42,3,0,4,4,80,96,63.6,BENIGN
2,31,31,15.5,48,0,48,48,64,31,20.66666667,BENIGN
2,4,2,2,3,0,3,3,48,2,2,BENIGN
2,66,33,33,3,0,3,3,40,49,39.4,BENIGN
14,2666.0,1077.0,190.42857142857144,35.0,4443314.612437185,1.544285E7,44.0,460,1205.0,271.4090909090908,BENIGN
2,90,45,45,4,0,4,4,40,111,71.4,BENIGN
2,70,35,35,4,0,49,49,80,87,55.8,BENIGN
1,0,0,0,97,0,0,0,32,0,0,BENIGN
1,67,67,67,48048,0,0,0,32,149,94.33333333,BENIGN
2,0,0,0,1,0,1,1,64,0,0,BENIGN
15,778,396,51.86666667,3,5197042.26,1.01E+07,3,312,1821,209.5,BENIGN
2,92,46,46,3,0,3,3,64,174,97.2,BENIGN
1,0.0,0.0,0.0,55.0,0,0,0,32,0.0,0.0,BENIGN
1,6,6,6,6403,0,0,0,20,6,6,BENIGN
2,68,34,34,4,0,4,4,64,75,50.4,BENIGN
9,378.0,191.0,41.99999999999999,19.0,1930422.7704628957,5474240.0,19.0,192,1815.0,358.06666666666666,BENIGN
2,4,2,2,49,0,49,49,48,2,2,BENIGN
3,0,0,0,38890,31613.32997,83598,38890,96,0,0,BENIGN
15,974.0,469.0,64.93333333333332,2.0,28102.278255380956,75473.0,3.0,492,1581.0,321.5769230769231,BENIGN
3,12,6,4,60,3617850.328,5139553,23140,72,6,2.4,BENIGN
5,452,316,90.4,1,113.0088492,228,1,100,316,109.7142857,BENIGN
2,4,2,2,49,0,49,49,48,2,2,BENIGN
1,52,52,52,639,0,0,0,20,128,77.33333333,BENIGN
2,84,42,42,1,0,1,1,40,183,98.4,BENIGN
1,40,40,40,24819,0,0,0,20,95,58.33333333,BENIGN
1,0,0,0,37,0,0,0,32,0,0,BENIGN
94,20941.0,512.0,222.77659574468086,0.0,5410477.03789377,4.5029559E7,3.0,1880,512.0,115.31707317073165,BENIGN
8,1383,1040,172.875,3,33796.33817,117665,28963,172,1689,401.7222222,BENIGN
2,74,37,37,8006333,0,8006333,8006333,64,37,37,BENIGN
1,43,43,43,48038,0,0,0,32,103,63,BENIGN
2,72,36,36,3,0,3,3,80,175,91.6,BENIGN
5,123.0,46.0,24.6,48.0,2031194.673768843,4077669.0,48.0,160,46.0,30.714285714285708,BENIGN
2,54.0,27.0,27.0,0.0,0.0,0.0,0.0,40,27.0,27.0,BENIGN
1,6.0,6.0,6.0,33.0,0,0,0,20,6.0,6.0,BENIGN
2,12,6,6,90,0,90,90,40,6,6,BENIGN
2,82,41,41,3,0,3,3,64,127,75.4,BENIGN
2,86,43,43,3,0,4,4,40,99,65.4,BENIGN
2,96,48,48,3,0,3,3,40,106,71.2,BENIGN
1,0,0,0,96,0,0,0,32,0,0,BENIGN
2,94,50,47,24003,0,9.25E+07,9.25E+07,72,106,64.4,BENIGN
1,48,48,48,16382,0,0,0,20,48,48,BENIGN
2,4,2,2,47,0,47,47,48,2,2,BENIGN
2,98,49,49,4,0,4,4,64,65,55.4,BENIGN
23,2181,434,94.82608696,174,4902454.383,1.00E+07,394,472,746,140.7380952,BENIGN
1,48,48,48,30604,0,0,0,40,88,61.33333333,BENIGN
1,0,0,0,32,0,0,0,32,0,0,BENIGN
2,12,6,6,1,0,1,1,40,6,6,BENIGN
1,0,0,0,62,0,0,0,32,0,0,BENIGN
10,859,859,85.9,121,5013642.406,1.01E+07,152,328,859,56.04761905,BENIGN
4,77.0,46.0,19.25,1.0,1.1547005383792515,3.0,1.0,128,46.0,15.4,BENIGN
4,176,44,44,2,16487.10333,28562,2,128,72,52,BENIGN
1,6.0,6.0,6.0,30.0,0,0,0,20,6.0,6.0,BENIGN
2,37.0,31.0,18.5,1.0,0.0,1.0,1.0,40,31.0,22.666666666666664,BENIGN
16,860.0,209.0,53.75,16.0,13416.876690340772,34385.0,19.0,332,2920.0,472.06451612903214,BENIGN
2,66,33,33,2,0,48,48,64,95,57.8,BENIGN
2,88,44,44,48,0,49,49,64,60,50.4,BENIGN
1,0,0,0,136358,0,0,0,32,0,0,BENIGN
3,86.0,86.0,28.666666666666668,0.0,22466.903758640176,32377.0,604.0,108,86.0,13.285714285714285,BENIGN
2,112,56,56,3,0,3,3,40,240,129.6,BENIGN
2,86,43,43,3,0,3,3,40,74,55.4,BENIGN
2,37,37,18.5,3,0,3,3,64,37,24.66666667,BENIGN
1,0,0,0,82745,0,0,0,32,0,0,BENIGN
2,82,41,41,3,0,3,3,40,57,47.4,BENIGN
2,12,6,6,50,0,50,50,40,6,6,BENIGN
1,0.0,0.0,0.0,57.0,0,0,0,32,0.0,0.0,BENIGN
2,88,44,44,4,0,4,4,40,60,50.4,BENIGN
1,43,43,43,23458,0,0,0,32,87,57.66666667,BENIGN
1,0,0,0,68,0,0,0,32,0,0,BENIGN
1,0,0,0,600,0,0,0,32,0,0,BENIGN
1,0,0,0,23403,0,0,0,32,0,0,BENIGN
1,0,0,0,78,0,0,0,32,0,0,BENIGN
2,0.0,0.0,0.0,3.0,0.0,3.0,3.0,64,0.0,0.0,BENIGN
1,53,53,53,502,0,0,0,40,113,73,BENIGN
2,68,34,34,3,0,3,3,40,290,136.4,BENIGN
21,2806.0,705.0,133.61904761904762,3.0,4836810.404774453,1.0171825E7,1737.0,432,1460.0,144.90243902439025,BENIGN
1,0.0,0.0,0.0,50.0,0,0,0,32,0.0,0.0,BENIGN
1,54,54,54,165118,0,0,0,20,208,105.3333333,BENIGN
3,0,0,0,77564,10718.32459,578745,563587,92,6,2.571428571,BENIGN
2,62,31,31,3,0,3,3,40,47,37.4,BENIGN
2,88,44,44,11,0,11,11,40,107,69.2,BENIGN
2,66,33,33,3,0,3,3,64,129,71.4,BENIGN
2,70,35,35,4,0,4,4,40,67,47.8,BENIGN
2,68.0,34.0,34.0,1.0,0.0,1.0,1.0,80,106.0,62.8,BENIGN
2,66.0,33.0,33.0,4.0,0.0,4.0,4.0,40,120.0,67.8,BENIGN
2,60,30,30,3,0,3,3,64,125,68,BENIGN
2,12.0,6.0,6.0,21781.0,0.0,21781.0,21781.0,40,6.0,6.0,BENIGN
7,0.0,0.0,0.0,997891.0,1.188502122505054E7,3.2063958E7,997891.0,280,0.0,0.0,BENIGN
330,3585,629,10.86363636,-1,77188.38865,593200,1,6624,4368,1100.310959,BENIGN
7,11601,7300,1657.285714,29,12192.6661,29508,29,164,7300,1162.7,BENIGN
3,0,0,0,60,3542647.4,5034309,24249,104,0,0,BENIGN
3,31,31,10.33333333,3,392.4442636,558,3,60,31,7.75,BENIGN
1,48,48,48,69991,0,0,0,20,105,67,BENIGN
10,904.0,661.0,90.4,43.0,20608.731850844197,53665.0,46.0,332,661.0,102.43750000000001,BENIGN
1,59,59,59,93246,0,0,0,20,317,145,BENIGN
2,88.0,44.0,44.0,3.0,0.0,3.0,3.0,40,102.0,67.2,BENIGN
2,116,58,58,4,0,4,4,64,122,83.6,BENIGN
2,4,2,2,19,0,48,48,48,6,3.6,BENIGN
1,0.0,0.0,0.0,62.0,0,0,0,32,0.0,0.0,BENIGN
10,1350.0,1109.0,135.0,29.0,10761.602402884888,23157.0,29.0,332,1578.0,191.625,BENIGN
3,0,0,0,42948,88558.76038,168189,42948,96,0,0,BENIGN
1,6,6,6,100,0,0,0,20,6,6,BENIGN
1,47,47,47,30985,0,0,0,32,63,52.33333333,BENIGN
1,6,6,6,56,0,0,0,20,6,6,BENIGN
2,60,30,30,3,0,3,3,80,207,100.8,BENIGN
4,24.0,6.0,6.0,1.0,10316.672008614663,17871.0,1.0,80,6.0,5.0,BENIGN
4,152,38,38,3,17470.61915,30263,3,104,247,97.71428571,BENIGN
1,44,44,44,99130,0,0,0,32,135,74.33333333,BENIGN
4,112,28,28,3,19596.71152,33946,3,80,117,53.42857143,BENIGN
2,0.0,0.0,0.0,231.0,0.0,231.0,231.0,64,0.0,0.0,BENIGN
1,6,6,6,76,0,0,0,20,6,6,BENIGN
1,70,70,70,447,0,0,0,32,152,97.33333333,BENIGN
2,76,38,38,4,0,4,4,40,54,44.4,BENIGN
2,12.0,6.0,6.0,3.0,0.0,3.0,3.0,40,6.0,6.0,BENIGN
1,48.0,48.0,48.0,23964.0,0,0,0,20,48.0,48.0,BENIGN
6,482.0,322.0,80.33333333333334,1.0,18802.901470251873,89787.0,50965.0,204,357.0,77.0,BENIGN
2,66.0,33.0,33.0,1.0,0.0,1.0,1.0,64,70.0,47.8,BENIGN
